what,kind,bundleId,bundleVersion,description,time
stopped,bundle,com.ibm.team.connector.scm.cc.ide.ui,3.0.3.v20120607_2335,"com.ibm.team.connector.scm.cc.ide.ui",1356277601050
stopped,bundle,com.ibm.team.enterprise.deployment.ui,3.0.3.v20111123_0653,"com.ibm.team.enterprise.deployment.ui",1356277601051
stopped,bundle,com.ibm.team.enterprise.packaging.ui,3.0.3.v20111123_0653,"com.ibm.team.enterprise.packaging.ui",1356277601051
stopped,bundle,com.ibm.team.enterprise.promotion.ui,3.0.2.v20110915_1725,"com.ibm.team.enterprise.promotion.ui",1356277601052
stopped,bundle,com.ibm.team.enterprise.automation.ui,3.0.2.v20110907_0402,"com.ibm.team.enterprise.automation.ui",1356277601052
stopped,bundle,com.ibm.teamp.aix.langdef.ui,3.0.2.v20110907_0402,"com.ibm.teamp.aix.langdef.ui",1356277601053
stopped,bundle,com.ibm.teamp.aix.resourcedef.ui,3.0.2.v20110907_0402,"com.ibm.teamp.aix.resourcedef.ui",1356277601053
stopped,bundle,com.ibm.teamp.ibmi.langdef.ui,3.0.2.v20110907_0402,"com.ibm.teamp.ibmi.langdef.ui",1356277601054
stopped,bundle,com.ibm.team.enterprise.definitions.ui,3.0.2.v20110907_0402,"com.ibm.team.enterprise.definitions.ui",1356277601054
stopped,bundle,com.ibm.team.enterprise.metadata.collection.ui,3.0.2.v20110907_0402,"com.ibm.team.enterprise.metadata.collection.ui",1356277601055
stopped,bundle,com.ibm.teamp.metadata.query.ui,3.0.2.v20110907_0402,"com.ibm.teamp.metadata.query.ui",1356277601055
stopped,bundle,com.ibm.teamz.metadata.query.ui,3.0.2.v20110907_0402,"com.ibm.teamz.metadata.query.ui",1356277601056
stopped,bundle,com.ibm.team.enterprise.metadata.query.ui,3.0.2.v20110907_0402,"com.ibm.team.enterprise.metadata.query.ui",1356277601056
stopped,bundle,com.ibm.teamz.build.ui,3.0.4.v20120214_1633,"com.ibm.teamz.build.ui",1356277601057
stopped,bundle,com.ibm.teamz.ref.integrity.resolvers,3.0.2.v20110907_0402,"com.ibm.teamz.ref.integrity.resolvers",1356277601057
stopped,bundle,com.ibm.teamz.ref.integrity.ui,3.0.2.v20110907_0402,"com.ibm.teamz.ref.integrity.ui",1356277601070
activated,perspective,org.eclipse.debug.ui,,"org.eclipse.debug.ui.DebugPerspective",1356278048714
started,bundle,org.eclipse.osgi,3.6.2.R36x_v20110210,"org.eclipse.osgi",1356278048715
started,bundle,org.eclipse.equinox.simpleconfigurator,1.0.200.v20100503,"org.eclipse.equinox.simpleconfigurator",1356278048715
started,bundle,com.ibm.icu,4.2.1.v20100412,"com.ibm.icu",1356278048715
started,bundle,org.eclipse.compare.core,3.5.101.R36x_v20100929-0800,"org.eclipse.compare.core",1356278048716
started,bundle,org.eclipse.core.contenttype,3.4.100.v20100505-1235,"org.eclipse.core.contenttype",1356278048716
started,bundle,org.eclipse.core.databinding.observable,1.3.0.I20100601-0800,"org.eclipse.core.databinding.observable",1356278048717
started,bundle,org.eclipse.core.expressions,3.4.200.v20100505,"org.eclipse.core.expressions",1356278048717
started,bundle,org.eclipse.core.filebuffers,3.5.100.v20100520-0800,"org.eclipse.core.filebuffers",1356278048717
started,bundle,org.eclipse.core.filesystem,1.3.1.R36x_v20100727-0745,"org.eclipse.core.filesystem",1356278048718
started,bundle,org.eclipse.core.jobs,3.5.1.R36x_v20100824,"org.eclipse.core.jobs",1356278048718
started,bundle,org.eclipse.core.net,1.2.100.I20100511-0800,"org.eclipse.core.net",1356278048719
started,bundle,org.eclipse.core.resources,3.6.1.R36x_v20110131-1630,"org.eclipse.core.resources",1356278048719
started,bundle,org.eclipse.core.runtime,3.6.0.v20100505,"org.eclipse.core.runtime",1356278048719
started,bundle,org.eclipse.core.runtime.compatibility,3.2.100.v20100505,"org.eclipse.core.runtime.compatibility",1356278048720
started,bundle,org.eclipse.core.runtime.compatibility.auth,3.2.200.v20100517,"org.eclipse.core.runtime.compatibility.auth",1356278048720
started,bundle,org.eclipse.core.variables,3.2.400.v20100505,"org.eclipse.core.variables",1356278048720
started,bundle,org.eclipse.debug.core,3.6.0.v20100519,"org.eclipse.debug.core",1356278048721
started,bundle,org.eclipse.debug.ui,3.6.3.v20101201_r362,"org.eclipse.debug.ui",1356278048722
started,bundle,org.eclipse.emf.common,2.6.0.v20100914-1218,"org.eclipse.emf.common",1356278048722
started,bundle,org.eclipse.emf.ecore,2.6.1.v20100914-1218,"org.eclipse.emf.ecore",1356278048723
started,bundle,org.eclipse.emf.ecore.xmi,2.5.0.v20100521-1846,"org.eclipse.emf.ecore.xmi",1356278048723
started,bundle,org.eclipse.epp.usagedata.gathering,1.3.1.R201102081640,"org.eclipse.epp.usagedata.gathering",1356278048723
started,bundle,org.eclipse.epp.usagedata.recording,1.3.1.R201102081640,"org.eclipse.epp.usagedata.recording",1356278048724
started,bundle,org.eclipse.equinox.app,1.3.1.R36x_v20100803,"org.eclipse.equinox.app",1356278048724
started,bundle,org.eclipse.equinox.common,3.6.0.v20100503,"org.eclipse.equinox.common",1356278048725
started,bundle,org.eclipse.equinox.ds,1.2.1.R36x_v20100803,"org.eclipse.equinox.ds",1356278048725
started,bundle,org.eclipse.equinox.event,1.2.0.v20100503,"org.eclipse.equinox.event",1356278048725
started,bundle,org.eclipse.equinox.p2.core,2.0.3.R36x_v20110111,"org.eclipse.equinox.p2.core",1356278048726
started,bundle,org.eclipse.equinox.p2.directorywatcher,1.0.203.R36x_v20101220,"org.eclipse.equinox.p2.directorywatcher",1356278048726
started,bundle,org.eclipse.equinox.p2.engine,2.0.1.R36x_v20110201,"org.eclipse.equinox.p2.engine",1356278048726
started,bundle,org.eclipse.equinox.p2.metadata,2.0.1.R36x_v20101202,"org.eclipse.equinox.p2.metadata",1356278048727
started,bundle,org.eclipse.equinox.p2.metadata.repository,1.1.0.v20100513,"org.eclipse.equinox.p2.metadata.repository",1356278048727
started,bundle,org.eclipse.equinox.p2.operations,2.0.0.v20100510,"org.eclipse.equinox.p2.operations",1356278048727
started,bundle,org.eclipse.equinox.p2.reconciler.dropins,1.1.2.R36x_v20110114,"org.eclipse.equinox.p2.reconciler.dropins",1356278048728
started,bundle,org.eclipse.equinox.p2.repository,2.0.2.R36x_v20110111-1500,"org.eclipse.equinox.p2.repository",1356278048728
started,bundle,org.eclipse.equinox.p2.ui.sdk.scheduler,1.0.0.v20100507-1815,"org.eclipse.equinox.p2.ui.sdk.scheduler",1356278048729
started,bundle,org.eclipse.equinox.p2.updatechecker,1.1.101.R36x_v20100823,"org.eclipse.equinox.p2.updatechecker",1356278048729
started,bundle,org.eclipse.equinox.preferences,3.3.0.v20100503,"org.eclipse.equinox.preferences",1356278048729
started,bundle,org.eclipse.equinox.registry,3.5.0.v20100503,"org.eclipse.equinox.registry",1356278048730
started,bundle,org.eclipse.equinox.security,1.0.200.v20100503,"org.eclipse.equinox.security",1356278048730
started,bundle,org.eclipse.equinox.util,1.0.200.v20100503,"org.eclipse.equinox.util",1356278048731
started,bundle,org.eclipse.help,3.5.0.v20100524,"org.eclipse.help",1356278048731
started,bundle,org.eclipse.help.base,3.5.3.v201102101200,"org.eclipse.help.base",1356278048732
started,bundle,org.eclipse.jdt.apt.core,3.3.402.R36_v20110120-1000,"org.eclipse.jdt.apt.core",1356278048732
started,bundle,org.eclipse.jdt.core,3.6.2.v_A76_R36x,"org.eclipse.jdt.core",1356278048733
started,bundle,org.eclipse.jdt.core.manipulation,1.3.0.v20100520-0800,"org.eclipse.jdt.core.manipulation",1356278048733
started,bundle,org.eclipse.jdt.debug,3.6.1.v20100715_r361,"org.eclipse.jdt.debug",1356278048733
started,bundle,org.eclipse.jdt.debug.ui,3.5.2.v20100928a_r362,"org.eclipse.jdt.debug.ui",1356278048733
started,bundle,org.eclipse.jdt.launching,3.5.200.v20110105_r362,"org.eclipse.jdt.launching",1356278048734
started,bundle,org.eclipse.jdt.launching.macosx,3.2.100.v20100505,"org.eclipse.jdt.launching.macosx",1356278048734
started,bundle,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui",1356278048734
started,bundle,org.eclipse.jface,3.6.2.M20110210-1200,"org.eclipse.jface",1356278048735
started,bundle,org.eclipse.jsch.core,1.1.200.I20100505-1245,"org.eclipse.jsch.core",1356278048735
started,bundle,org.eclipse.ltk.core.refactoring,3.5.101.r362_v20101117-0800,"org.eclipse.ltk.core.refactoring",1356278048735
started,bundle,org.eclipse.ltk.ui.refactoring,3.5.0.v20100526-0800,"org.eclipse.ltk.ui.refactoring",1356278048736
started,bundle,org.eclipse.mylyn.bugzilla.core,3.4.2.v20100902-0100-e3x,"org.eclipse.mylyn.bugzilla.core",1356278048736
started,bundle,org.eclipse.mylyn.bugzilla.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.bugzilla.ui",1356278048737
started,bundle,org.eclipse.mylyn.commons.net,3.4.1.v20100625-2100-e3x,"org.eclipse.mylyn.commons.net",1356278048737
started,bundle,org.eclipse.mylyn.commons.ui,3.4.0.v20100608-0100-e3x,"org.eclipse.mylyn.commons.ui",1356278048738
started,bundle,org.eclipse.mylyn.context.core,3.4.1.v20100909-0100-e3x,"org.eclipse.mylyn.context.core",1356278048738
started,bundle,org.eclipse.mylyn.context.ui,3.4.2.v20110131-0100-e3x,"org.eclipse.mylyn.context.ui",1356278048738
started,bundle,org.eclipse.mylyn.monitor.ui,3.4.1.v20110131-0100-e3x,"org.eclipse.mylyn.monitor.ui",1356278048739
started,bundle,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui",1356278048739
started,bundle,org.eclipse.mylyn.team.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.team.ui",1356278048740
started,bundle,org.eclipse.team.core,3.5.101.R36x_v20110203-1036,"org.eclipse.team.core",1356278048740
started,bundle,org.eclipse.team.ui,3.5.102.R36x_v20110203-1036,"org.eclipse.team.ui",1356278048741
started,bundle,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui",1356278048742
started,bundle,org.eclipse.ui.console,3.5.0.v20100526,"org.eclipse.ui.console",1356278048742
started,bundle,org.eclipse.ui.editors,3.6.1.r361_v20100825-0800,"org.eclipse.ui.editors",1356278048742
started,bundle,org.eclipse.ui.forms,3.5.2.r36_v20100702,"org.eclipse.ui.forms",1356278048750
started,bundle,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.ide",1356278048751
started,bundle,org.eclipse.ui.net,1.2.100.I20100505-1245,"org.eclipse.ui.net",1356278048752
started,bundle,org.eclipse.ui.views,3.5.1.M20110202-0800,"org.eclipse.ui.views",1356278048752
started,bundle,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"org.eclipse.ui.workbench",1356278048753
started,bundle,org.eclipse.ui.workbench.texteditor,3.6.1.r361_v20100714-0800,"org.eclipse.ui.workbench.texteditor",1356278048754
started,bundle,org.eclipse.update.configurator,3.3.100.v20100512,"org.eclipse.update.configurator",1356278048754
started,bundle,org.eclipse.update.core,3.2.402.R36x_v20100629,"org.eclipse.update.core",1356278048755
started,bundle,org.eclipse.update.scheduler,3.2.300.v20100512,"org.eclipse.update.scheduler",1356278048755
started,bundle,com.ibm.ccl.help.preferenceharvester,1.0.6.v20110526_1632,"com.ibm.ccl.help.preferenceharvester",1356278048755
started,bundle,com.ibm.team.apt.common,3.0.4.v20120601_2022,"com.ibm.team.apt.common",1356278048756
started,bundle,com.ibm.team.build.ui,3.0.2.v20110831_0247,"com.ibm.team.build.ui",1356278048756
started,bundle,com.ibm.team.collaboration.rcp.core,1.1.1.v20110524_1821,"com.ibm.team.collaboration.rcp.core",1356278048757
started,bundle,com.ibm.team.collaboration.rcp.ui,1.1.1.v20110524_1821,"com.ibm.team.collaboration.rcp.ui",1356278048757
started,bundle,com.ibm.team.feed.core,1.1.1.v20110524_1821,"com.ibm.team.feed.core",1356278048758
started,bundle,com.ibm.team.feed.ui,1.1.1.v20110524_1821,"com.ibm.team.feed.ui",1356278048758
started,bundle,com.ibm.team.filesystem.cli.client,3.0.4.v20120620_0044,"com.ibm.team.filesystem.cli.client",1356278048758
started,bundle,com.ibm.team.filesystem.cli.core,3.0.3.v20120308_1209,"com.ibm.team.filesystem.cli.core",1356278048759
started,bundle,com.ibm.team.filesystem.client,3.0.5.v20120531_0151,"com.ibm.team.filesystem.client",1356278048759
started,bundle,com.ibm.team.filesystem.common,3.0.3.v20111205_1633,"com.ibm.team.filesystem.common",1356278048759
started,bundle,com.ibm.team.filesystem.ide.ui,3.0.5.v20120531_0151,"com.ibm.team.filesystem.ide.ui",1356278048760
started,bundle,com.ibm.team.filesystem.rcp.core,3.0.5.v20120531_0151,"com.ibm.team.filesystem.rcp.core",1356278048760
started,bundle,com.ibm.team.filesystem.rcp.ui,3.0.3.v20120308_1209,"com.ibm.team.filesystem.rcp.ui",1356278048761
started,bundle,com.ibm.team.filesystem.rcp.ui.workitems,3.0.2.v20110831_0247,"com.ibm.team.filesystem.rcp.ui.workitems",1356278048761
started,bundle,com.ibm.team.foundation.common,1.1.1.v20110524_1821,"com.ibm.team.foundation.common",1356278048762
started,bundle,com.ibm.team.foundation.rcp.core,1.1.2.v20110922_1848,"com.ibm.team.foundation.rcp.core",1356278048763
started,bundle,com.ibm.team.foundation.rcp.ui,1.1.1.v20110524_1821,"com.ibm.team.foundation.rcp.ui",1356278048763
started,bundle,com.ibm.team.fulltext.client,1.1.1.v20110524_1821,"com.ibm.team.fulltext.client",1356278048764
started,bundle,com.ibm.team.fulltext.common,1.1.1.v20110524_1821,"com.ibm.team.fulltext.common",1356278048764
started,bundle,com.ibm.team.fulltext.ide.ui,1.1.1.v20110524_1821,"com.ibm.team.fulltext.ide.ui",1356278048765
started,bundle,com.ibm.team.interop.common,3.0.2.v20110819_0209,"com.ibm.team.interop.common",1356278048765
started,bundle,com.ibm.team.javalogging.ui,1.1.1.v20110524_1821,"com.ibm.team.javalogging.ui",1356278048766
started,bundle,com.ibm.team.jface,1.1.1.v20110524_1821,"com.ibm.team.jface",1356278048766
started,bundle,com.ibm.team.log4j.ui,1.1.1.v20110524_1821,"com.ibm.team.log4j.ui",1356278048767
started,bundle,com.ibm.team.metronome,3.0.2.v20110831_0247,"com.ibm.team.metronome",1356278048767
started,bundle,com.ibm.team.process.common,1.2.100.v20120701_2316,"com.ibm.team.process.common",1356278048768
started,bundle,com.ibm.team.process.rcp.ui,1.2.2.v20110922_1848,"com.ibm.team.process.rcp.ui",1356278048768
started,bundle,com.ibm.team.repository.client,1.2.100.v20120711_1525,"com.ibm.team.repository.client",1356278048769
started,bundle,com.ibm.team.repository.common,1.3.100.v20120711_1525,"com.ibm.team.repository.common",1356278048770
started,bundle,com.ibm.team.repository.common.remoteaccess,1.1.100.v20120315_0042,"com.ibm.team.repository.common.remoteaccess",1356278048771
started,bundle,com.ibm.team.repository.common.serialize,1.1.1.v20110524_1821,"com.ibm.team.repository.common.serialize",1356278048771
started,bundle,com.ibm.team.repository.rcp.common,3.0.2.v20110915_0224,"com.ibm.team.repository.rcp.common",1356278048771
started,bundle,com.ibm.team.repository.rcp.core,3.0.2.v20110915_0224,"com.ibm.team.repository.rcp.core",1356278048772
started,bundle,com.ibm.team.repository.rcp.ui,3.0.2.v20110915_0224,"com.ibm.team.repository.rcp.ui",1356278048772
started,bundle,com.ibm.team.scm.common,3.0.3.v20111123_0653,"com.ibm.team.scm.common",1356278048773
started,bundle,com.ibm.team.workitem.client,3.0.3.v20120606_2321,"com.ibm.team.workitem.client",1356278048773
started,bundle,com.ibm.team.workitem.common,3.0.4.v20120615_0241,"com.ibm.team.workitem.common",1356278048774
started,bundle,com.ibm.team.workitem.rcp.core,3.0.4.v20120601_2022,"com.ibm.team.workitem.rcp.core",1356278048775
started,bundle,com.ibm.team.workitem.rcp.ui,3.0.3.v20120613_2333,"com.ibm.team.workitem.rcp.ui",1356278048776
started,bundle,com.ibm.teamz.fileagent,1.2.1.v20120517_0216,"com.ibm.teamz.fileagent",1356278048776
started,bundle,org.eclipse.team.cvs.core,3.3.200.I20090430-0408,"org.eclipse.team.cvs.core",1356278048777
started,bundle,org.eclipse.team.cvs.ui,3.3.202.r35x_20090930-0800,"org.eclipse.team.cvs.ui",1356278048778
os,sysinfo,,,"macosx",1356278048782
arch,sysinfo,,,"x86_64",1356278048782
ws,sysinfo,,,"cocoa",1356278048782
locale,sysinfo,,,"en_US",1356278048782
processors,sysinfo,,,"8",1356278048782
java.runtime.name,sysinfo,,,"Java(TM) SE Runtime Environment",1356278048782
java.runtime.version,sysinfo,,,"1.6.0_35-b10-428-11M3811",1356278048782
java.specification.name,sysinfo,,,"Java Platform API Specification",1356278048782
java.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1356278048782
java.specification.version,sysinfo,,,"1.6",1356278048782
java.vendor,sysinfo,,,"Apple Inc.",1356278048782
java.version,sysinfo,,,"1.6.0_35",1356278048782
java.vm.info,sysinfo,,,"mixed mode",1356278048782
java.vm.name,sysinfo,,,"Java HotSpot(TM) 64-Bit Server VM",1356278048782
java.vm.specification.name,sysinfo,,,"Java Virtual Machine Specification",1356278048782
java.vm.specification.vendor,sysinfo,,,"Sun Microsystems Inc.",1356278048782
java.vm.specification.version,sysinfo,,,"1.0",1356278048782
java.vm.vendor,sysinfo,,,"Apple Inc.",1356278048782
java.vm.version,sysinfo,,,"20.10-b01-428",1356278048782
started,bundle,org.eclipse.pde.launching,3.6.0.v20100601,"org.eclipse.pde.launching",1356278050110
started,bundle,org.eclipse.ui.views.log,1.0.100.v20110210_r362,"org.eclipse.ui.views.log",1356278050112
started,bundle,org.eclipse.pde.ui,3.6.1.v20110210_r362,"org.eclipse.pde.ui",1356278050113
opened,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1356278050152
started,bundle,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search",1356278050226
opened,view,org.eclipse.mylyn.tasks.ui,3.4.3.v20110131-0100-e3x,"org.eclipse.mylyn.tasks.ui.views.tasks",1356278050351
activated,perspective,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.JavaPerspective",1356278050391
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1356278052600
started,bundle,org.eclipse.wst.sse.core,1.1.504.v201102160550,"org.eclipse.wst.sse.core",1356278058299
started,bundle,org.eclipse.wst.xml.core,1.1.503.v201102102045,"org.eclipse.wst.xml.core",1356278063319
started,bundle,org.eclipse.wst.dtd.core,1.1.401.v201101122255,"org.eclipse.wst.dtd.core",1356278063347
started,bundle,org.eclipse.compare,3.5.101.R36x_v20100929-0800,"org.eclipse.compare",1356278088885
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1356278091805
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356278102948
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356278119507
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1356278119940
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1356278125363
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1356278125455
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356278132153
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1356278132184
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356278173796
activated,view,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.PackageExplorer",1356278179782
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1356278180339
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1356278180422
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356278186752
opened,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1356278186836
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1356278186873
executed,command,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.edit.text.java.search.references.in.workspace",1356278186990
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356278187370
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356278188226
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1356278191238
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1356278191389
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1356278199118
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1356278200973
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356278217630
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.findReplace",1356278217689
started,bundle,org.eclipse.jdt.junit,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit",1356278229157
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356278230561
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356278237245
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356278237410
error,log,,,"Unhandled event loop exception",1356278237509
activated,view,org.eclipse.search,3.6.0.v20100520-0800,"org.eclipse.search.ui.views.SearchView",1356278240096
opened,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1356278246211
activated,editor,org.eclipse.jdt.ui,3.6.2.r362_v20110203,"org.eclipse.jdt.ui.CompilationUnitEditor",1356278246370
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.copy",1356278253139
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.edit.paste",1356278254216
started,bundle,org.eclipse.jdt.junit.core,3.6.1.r361_v20100825-0800,"org.eclipse.jdt.junit.core",1356278261185
executed,command,org.eclipse.ui,3.6.2.M20110203-1100,"org.eclipse.ui.file.saveAll",1356278262519
deactivated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356278283458
activated,workbench,org.eclipse.ui.workbench,3.6.2.M20110210-1200,"",1356278286411
opened,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1356278288798
activated,view,org.eclipse.ui.ide,3.6.2.M20101201-0800,"org.eclipse.ui.views.ProblemView",1356278288824
